grade1,grade2,grade3,attendance_rate,study_hours,passed
54,83,66,0.96,8.6,1
57,96,70,0.63,8.7,0
34,85,78,0.53,2.8,0
50,48,44,0.49,11.5,0
47,75,42,0.78,3.3,0
76,44,82,0.6,4.8,0
99,61,62,0.51,6.7,0
86,78,61,0.57,2.4,0
48,50,77,0.58,7.5,0
94,94,97,0.78,3.0,1
32,99,86,0.5,11.2,1
71,56,91,0.84,10.8,1
50,52,31,0.58,7.0,0
69,76,45,0.69,5.9,1
96,41,37,0.79,2.1,0
54,95,48,0.73,10.1,1
84,34,61,0.8,5.2,0
81,38,96,0.59,3.7,0
73,49,61,0.98,11.9,1
85,92,54,0.68,8.4,0
84,59,82,0.59,1.8,0
99,45,54,0.58,9.8,1
95,34,62,0.43,9.3,1
48,58,60,0.81,5.4,0
36,76,65,0.56,2.4,0
92,51,78,0.98,6.5,1
71,86,73,0.53,9.4,1
71,64,77,0.72,1.8,1
88,89,59,0.84,2.8,1
49,99,42,0.92,7.8,1
46,89,72,0.49,7.2,1
56,87,45,0.99,11.0,1
76,32,55,0.94,10.0,1
31,63,76,0.98,11.1,0
92,74,66,0.91,6.1,1
91,79,32,0.93,9.7,1
48,31,55,0.76,1.5,0
46,44,44,0.91,4.2,0
98,66,95,0.72,8.1,1
68,44,57,0.72,9.4,0
68,89,67,0.74,7.3,1
65,93,73,1.0,6.3,1
69,81,82,0.46,3.6,1
74,52,33,0.88,2.9,0
33,66,73,0.56,10.6,0
54,70,75,0.62,2.6,1
98,86,55,0.45,5.8,1
59,54,42,0.61,10.8,0
97,66,98,0.99,2.6,1
58,69,73,0.64,2.4,0
97,75,82,0.8,8.6,1
80,89,80,0.47,4.6,0
53,48,42,0.95,5.8,0
43,38,70,0.9,7.9,0
98,98,40,0.63,5.2,1
47,34,66,0.61,9.8,0
71,55,89,0.66,11.7,1
86,48,61,0.64,11.3,1
41,59,74,0.55,7.0,0
46,77,47,0.99,4.9,0
59,45,49,0.89,5.8,0
52,47,73,0.56,4.6,0
30,85,65,0.99,5.9,1
61,50,98,0.41,1.1,0
38,60,66,0.66,1.6,0
44,30,62,0.74,9.5,0
57,32,48,0.42,4.7,0
53,54,80,0.5,9.7,1
89,37,61,0.55,6.3,1
64,94,51,0.83,9.9,1
56,91,30,0.96,8.3,0
49,36,83,0.77,3.2,0
94,36,49,0.74,5.9,0
78,37,87,0.72,8.7,1
30,48,64,0.61,4.6,0
39,46,99,0.9,3.1,1
76,40,99,0.72,6.9,1
88,78,90,0.54,4.0,1
91,40,92,0.48,7.5,1
47,70,90,0.99,4.0,1
75,91,86,0.41,11.0,1
61,81,32,0.96,4.8,1
56,95,74,0.53,11.0,1
47,97,44,0.79,4.1,1
68,96,46,0.58,7.6,1
78,69,44,0.92,2.4,0
73,34,34,0.73,9.6,0
83,51,75,0.48,3.2,1
63,66,40,0.56,10.5,0
65,40,93,0.59,6.0,1
47,73,43,0.93,2.0,0
67,82,68,0.86,5.0,1
88,90,96,0.9,9.6,1
38,96,84,0.43,1.8,1
80,42,71,0.75,7.9,1
64,40,34,1.0,6.6,0
34,40,81,0.87,4.4,0
43,36,51,0.47,9.3,0
59,46,73,0.81,1.6,0
33,77,88,0.85,6.5,1
68,43,54,0.71,6.6,0
93,92,50,0.45,2.0,0
54,93,93,0.42,2.5,0
57,94,97,0.96,5.5,1
95,63,76,0.55,6.9,1
51,38,64,0.63,1.6,0
60,66,36,0.88,1.1,0
52,59,85,0.81,3.1,1
77,70,81,0.98,6.4,1
49,74,75,0.46,1.4,0
67,76,38,0.82,9.1,1
84,36,87,0.45,2.7,0
97,43,52,0.4,9.5,1
30,77,32,0.47,3.3,0
36,35,90,0.77,4.8,1
86,63,38,0.81,6.3,1
41,75,82,0.66,4.8,1
34,88,97,0.43,1.3,0
79,99,78,0.78,11.0,1
71,37,99,0.45,4.2,0
41,53,77,0.49,2.5,0
47,96,36,0.71,2.5,0
95,33,60,0.6,11.7,1
46,30,85,0.68,2.4,0
97,63,90,0.78,4.8,1
91,38,34,0.5,1.7,0
70,92,59,0.94,9.1,1
63,39,51,0.74,7.6,0
99,39,46,0.41,6.9,1
74,79,39,0.78,10.4,1
87,73,97,0.68,7.3,1
80,77,71,0.82,11.5,1
63,35,56,0.87,7.9,0
73,53,36,0.96,4.9,0
44,87,52,1.0,1.4,1
99,93,37,0.73,9.0,1
79,85,37,0.74,5.1,1
61,41,34,0.41,7.6,0
96,64,31,0.92,10.6,1
32,35,80,0.42,1.1,0
80,94,95,0.78,9.4,1
96,89,41,0.46,5.8,1
77,97,76,0.57,2.4,0
46,58,84,0.48,7.4,1
36,67,55,0.48,6.9,0
42,51,74,0.44,10.3,0
95,37,91,0.59,6.7,1
33,92,99,0.65,10.1,1
39,42,31,0.68,7.0,0
46,56,55,0.66,5.9,0
81,47,43,0.71,5.1,1
35,47,86,0.92,2.9,0
98,91,61,0.78,7.4,1
38,43,91,0.41,7.0,0
50,40,59,0.5,11.7,0
53,46,42,0.61,5.5,0
33,80,69,0.97,5.6,1
53,43,60,0.45,2.8,0
88,86,66,0.83,7.6,1
32,35,74,0.42,10.3,0
97,86,88,0.62,3.7,1
69,33,57,0.86,1.1,0
77,40,90,0.61,8.6,1
83,40,48,0.66,1.3,0
64,37,72,0.94,5.5,1
85,88,88,0.44,7.7,1
69,50,45,0.72,5.2,0
97,94,98,0.62,3.9,0
75,53,73,0.98,9.8,1
42,59,95,0.88,4.3,1
56,86,39,0.47,3.0,0
35,46,76,0.96,5.3,1
46,88,48,0.53,2.4,0
65,60,80,0.45,8.6,1
31,93,42,0.72,8.8,0
81,77,92,0.84,1.2,1
95,52,45,0.83,8.6,1
81,99,82,0.72,4.3,1
72,59,64,0.7,8.2,0
51,84,88,0.98,8.8,1
84,36,68,0.89,4.1,1
96,41,96,0.82,3.0,1
89,89,90,0.52,10.1,1
87,81,79,0.89,9.1,1
41,56,82,0.85,10.2,0
98,41,75,1.0,5.8,1
68,42,81,0.48,6.0,1
42,91,58,0.83,4.8,1
70,58,34,0.99,6.5,0
86,64,96,0.68,8.1,1
82,89,69,0.84,10.0,1
41,58,31,0.99,3.0,0
42,60,97,0.73,5.5,1
86,90,91,0.82,6.1,1
69,31,87,0.41,6.4,0
74,62,98,0.71,7.0,1
64,91,87,0.55,9.8,1
32,88,64,0.48,10.7,1
34,69,43,0.83,2.8,0
40,78,44,0.42,8.8,0
85,61,35,0.94,6.3,1
39,67,45,0.71,5.6,0
63,42,75,0.79,2.2,0
96,83,92,0.55,1.7,0
60,42,41,0.51,11.8,0
95,68,70,0.55,8.1,1
99,52,48,0.54,6.0,1
70,43,31,0.92,9.4,1
92,46,49,0.87,2.0,1
61,53,38,0.91,7.7,0
49,87,50,0.84,8.3,1
86,92,37,0.79,6.0,1
79,63,68,0.72,3.8,1
54,80,66,0.56,11.5,1
41,39,58,0.82,4.3,0
68,50,64,0.48,2.4,0
46,66,67,0.71,7.9,1
74,36,64,0.52,7.3,0
40,42,97,0.7,9.3,0
99,59,32,0.58,9.3,1
52,60,41,0.43,7.8,0
99,34,61,0.7,3.3,1
67,61,76,0.51,10.8,1
31,45,92,0.5,3.7,0
66,51,55,0.63,2.0,0
78,93,72,0.62,4.3,1
81,73,73,0.92,6.3,1
62,69,67,0.74,3.3,1
51,66,58,0.91,4.7,0
34,45,84,0.49,6.7,0
47,72,81,0.61,4.6,1
67,92,48,0.73,2.0,1
66,44,64,0.49,3.2,0
93,73,77,0.48,9.7,0
39,38,89,0.8,11.5,1
71,94,60,0.79,2.6,1
77,73,32,0.54,8.5,1
73,49,64,0.54,11.0,1
45,99,81,0.85,4.3,1
83,62,80,0.47,10.1,0
64,35,85,0.95,11.0,1
57,60,50,0.97,4.3,0
31,95,30,0.92,1.6,0
42,47,82,0.53,11.1,0
70,57,35,0.41,4.6,0
88,97,91,0.96,1.2,1
98,94,76,0.61,6.2,1
82,74,79,0.59,2.3,1
74,87,60,0.56,10.9,1
49,76,93,0.55,2.7,1
53,95,58,0.84,4.3,1
90,81,44,0.94,9.7,1
87,65,87,0.87,9.9,1
56,30,52,0.8,10.9,0
55,68,67,0.57,6.5,1
36,30,70,0.73,11.9,0
71,43,44,0.54,6.7,0
76,52,32,0.47,9.7,0
82,72,30,0.47,5.0,1
88,51,40,0.76,11.4,0
67,89,89,0.42,8.5,1
98,56,94,0.98,1.8,1
82,85,33,1.0,2.2,1
44,31,54,0.49,10.8,0
55,68,72,0.66,9.9,1
77,80,69,0.86,4.6,1
48,48,73,0.97,6.7,0
38,91,88,0.93,10.4,1
93,96,52,0.55,2.1,0
83,92,91,0.45,2.5,1
80,34,52,0.57,8.9,0
68,90,87,0.66,1.9,0
33,36,84,0.62,4.9,0
32,79,62,0.86,3.8,0
93,75,92,0.55,9.4,1
58,43,89,0.92,1.0,1
40,98,90,0.54,2.3,0
87,94,90,0.62,2.1,0
56,94,98,0.67,4.5,1
50,86,50,0.57,3.6,1
68,91,32,0.86,3.5,1
75,49,77,0.65,5.1,1
95,55,39,0.93,3.4,1
65,73,71,0.98,2.2,1
94,96,95,0.92,7.4,1
92,99,75,0.71,11.5,1
64,91,38,0.71,7.7,1
60,74,78,0.53,9.3,0
57,40,33,0.76,11.7,0
30,63,89,0.97,2.7,1
54,75,58,0.45,6.1,1
72,61,76,0.85,7.4,1
96,34,92,0.92,4.5,1
92,92,60,0.99,7.7,1
80,58,80,0.6,7.9,0
31,77,70,0.61,10.3,0
93,45,65,0.54,10.2,1
98,54,69,0.87,2.6,1
38,58,89,0.48,2.9,0
31,81,44,0.56,3.4,0
63,75,59,0.58,3.9,1
89,54,59,0.62,7.2,1
90,52,56,0.65,4.6,1
60,63,69,0.74,11.5,1
39,96,74,0.97,2.3,1
65,63,76,0.55,3.7,1
78,61,85,0.87,10.6,1
99,58,83,0.81,7.4,1
78,38,38,0.47,7.0,0
32,95,94,0.89,7.5,1
34,86,99,0.45,3.8,0
90,68,30,0.84,9.4,1
55,36,42,0.83,6.5,0
34,98,67,0.81,1.5,1
44,37,74,0.57,2.9,0
45,47,69,0.74,10.0,0
30,78,44,0.86,4.8,0
45,45,79,0.78,9.5,0
66,50,31,0.88,8.3,0
32,39,82,0.81,4.3,0
81,33,55,0.56,2.4,0
76,73,95,0.49,9.9,1
42,37,62,0.78,8.1,1
84,84,88,0.86,4.3,1
50,48,55,0.49,6.8,0
95,93,50,0.5,7.7,1
83,69,78,0.41,1.0,0
56,80,95,0.72,8.4,1
67,38,66,0.73,8.2,1
87,59,43,0.7,1.9,0
91,85,36,0.59,9.7,0
75,73,67,0.66,10.1,1
40,88,74,0.86,4.2,1
37,44,51,0.51,2.8,0
93,97,73,0.52,8.6,0
50,99,64,0.8,2.4,1
92,90,89,0.92,10.4,1
93,52,32,0.6,6.3,0
49,76,96,0.96,11.0,1
37,46,84,0.43,8.1,0
87,86,38,0.47,4.1,1
75,83,98,0.68,6.1,1
60,81,57,0.83,6.8,1
38,51,44,0.62,10.0,0
44,68,60,0.73,10.5,1
55,42,88,0.42,8.5,1
39,95,83,0.68,4.2,1
58,81,97,0.55,6.8,1
65,43,76,0.71,2.4,1
66,92,71,0.72,3.5,1
52,57,52,0.85,4.3,0
70,75,94,0.72,1.8,1
57,57,83,0.77,10.7,1
77,31,40,0.72,2.3,0
67,46,92,0.99,8.7,1
60,88,51,0.87,6.6,1
43,81,83,0.85,10.1,1
58,33,65,0.78,9.2,0
80,32,87,0.72,9.4,1
78,66,49,0.61,5.6,1
72,53,45,0.87,10.2,0
34,64,85,0.51,2.0,0
71,31,79,0.42,5.9,0
36,62,95,0.82,11.9,1
71,39,42,0.49,11.4,0
65,91,44,0.94,1.9,1
56,72,56,0.86,7.3,1
87,98,37,0.76,4.5,1
75,88,99,0.59,9.0,1
95,38,79,0.78,9.1,1
54,89,96,0.69,1.0,0
56,92,55,0.57,10.3,0
30,81,65,0.97,3.5,0
71,52,50,0.5,11.6,0
81,59,81,0.85,11.0,1
54,72,40,0.88,3.1,0
83,97,37,0.97,8.0,1
96,50,86,0.73,4.3,1
35,72,75,0.72,2.1,1
87,36,31,0.95,10.6,1
99,45,93,0.88,3.0,1
82,52,81,0.86,5.6,1
95,87,94,0.87,11.2,1
87,60,40,0.7,1.8,0
31,98,35,0.42,7.1,0
51,35,93,0.52,7.3,0
66,94,84,0.79,9.4,1
49,88,73,0.64,10.1,1
53,57,43,0.76,5.7,0
94,47,34,0.73,9.2,1
94,39,54,0.66,11.0,1
30,36,79,0.54,10.7,0
32,66,31,0.83,6.5,0
75,74,39,0.95,7.7,1
84,45,31,0.86,8.4,0
93,43,89,0.47,10.0,1
74,40,74,0.72,6.6,1
55,63,37,0.9,2.2,0
94,89,87,0.75,5.2,1
53,42,36,0.66,8.9,0
64,68,50,0.57,7.9,0
53,73,76,0.6,9.3,1
57,57,30,0.55,6.5,0
45,69,41,0.52,2.9,0
88,45,77,0.75,2.3,1
83,79,33,0.71,6.3,1
45,57,63,0.84,3.3,0
44,97,61,0.58,11.8,1
40,89,32,0.68,3.2,0
94,41,97,0.81,7.2,1
97,45,86,0.98,1.0,1
72,82,53,0.61,3.8,1
98,83,62,0.58,3.9,1
42,78,32,0.67,9.1,0
39,65,33,0.83,6.5,0
70,91,59,0.98,1.1,1
79,55,99,0.72,5.2,1
88,85,78,0.89,8.1,1
68,51,59,0.68,8.0,0
32,98,45,0.42,1.6,0
36,78,82,0.94,11.2,1
78,31,35,0.57,3.7,0
55,82,53,0.48,10.8,1
62,36,57,1.0,3.3,0
77,49,50,0.61,7.2,0
31,59,37,0.48,5.5,0
61,96,65,0.59,7.4,1
33,88,38,0.71,6.5,0
49,95,69,0.45,1.0,0
65,32,80,0.61,4.9,0
61,85,30,0.8,1.1,0
57,46,92,0.95,8.5,1
30,81,97,0.64,10.4,0
89,36,55,0.74,5.2,0
85,34,69,0.78,6.8,1
64,83,32,0.44,1.7,0
59,90,38,0.61,5.2,1
83,45,61,0.81,2.5,0
65,96,96,0.84,1.7,1
84,88,33,0.61,2.9,0
87,76,35,0.4,10.6,1
94,77,55,0.4,11.8,1
98,93,31,0.72,10.7,1
80,79,95,0.73,11.7,1
51,70,32,0.73,9.0,1
82,51,64,0.83,2.8,1
65,83,88,0.95,7.2,1
97,34,67,0.99,9.0,1
65,46,62,0.82,6.6,0
81,70,44,0.71,7.1,1
82,64,43,0.48,7.4,1
79,69,95,0.63,6.1,0
70,51,74,0.74,4.2,1
47,77,77,1.0,8.0,1
51,82,73,0.48,1.6,0
95,39,66,0.88,2.9,1
50,47,58,1.0,11.2,1
73,78,63,0.88,6.4,1
76,59,88,0.86,10.0,1
68,48,72,0.56,9.0,1
58,84,62,0.4,4.5,0
83,89,48,0.54,9.8,1
46,50,37,0.87,2.0,0
89,55,60,0.46,10.6,0
60,57,40,0.58,8.5,0
78,68,37,0.74,11.2,1
31,62,54,0.75,10.9,0
77,69,49,0.73,5.2,1
43,58,67,0.99,10.4,0
88,49,36,0.41,7.2,0
87,49,68,0.69,2.7,0
87,41,49,0.7,10.1,0
80,54,40,0.58,11.0,0
31,54,45,0.72,1.9,0
70,33,71,0.8,11.2,1
45,33,81,0.8,7.6,0
33,38,66,0.45,1.3,0
41,44,81,0.88,7.0,0
58,55,38,0.96,9.8,1
36,61,64,0.47,6.9,0
43,81,96,0.65,8.8,1
41,61,36,0.71,10.7,0
34,38,31,0.48,10.6,0
61,42,54,0.7,3.0,0
72,85,70,0.52,5.7,0
98,73,81,0.96,2.2,1
74,59,94,0.67,7.5,1
38,45,67,1.0,11.5,0
78,41,96,0.43,3.0,0
62,95,71,0.48,5.4,1
47,47,83,0.67,11.5,0
38,42,96,0.92,9.3,0
91,53,93,0.73,1.8,1
86,41,33,0.84,5.7,0
58,89,60,0.65,11.9,1
54,89,42,0.42,6.0,1
44,30,56,0.79,7.9,0
35,72,88,0.78,8.7,1
71,84,94,0.44,8.3,1
58,69,93,0.5,6.7,1
33,93,54,0.69,2.5,0
86,63,66,0.67,8.8,1
78,63,43,0.85,11.3,1
73,77,53,0.63,11.4,1
43,62,96,0.8,7.5,1
32,97,77,0.82,6.4,1
91,59,94,0.79,4.7,1
93,58,67,0.76,2.1,1
74,52,99,0.88,10.7,1
87,63,88,0.79,2.5,1
49,44,41,0.9,4.2,0
87,82,83,0.78,9.1,1
86,46,80,0.5,8.8,1
97,93,67,0.59,8.5,1
81,90,75,0.6,9.2,0
66,86,39,0.46,7.0,1
37,66,38,0.82,2.7,0
73,36,81,0.76,12.0,1
34,37,80,0.75,10.8,0
98,97,51,0.69,5.7,1
60,50,97,0.73,6.8,1
74,90,34,0.4,5.3,1
38,58,58,0.46,8.0,0
61,54,35,0.81,9.0,1
62,87,98,0.56,3.5,1
96,43,87,0.46,5.8,1
59,95,72,0.6,8.0,1
58,83,98,0.55,11.9,1
32,96,66,0.42,4.6,1
86,59,87,0.65,9.2,1
59,47,66,0.42,4.8,0
38,83,55,0.4,2.0,0
55,50,71,0.88,9.5,0
31,82,45,0.59,8.1,0
91,45,51,0.74,6.7,1
32,57,52,0.58,8.4,0
75,33,76,0.96,10.7,1
97,84,96,0.84,9.3,1
54,44,32,0.62,10.4,0
80,93,41,0.53,4.2,1
42,94,52,0.48,9.8,1
73,45,40,0.86,5.0,1
64,49,81,0.67,1.2,0
84,93,79,0.54,1.5,0
38,62,86,0.95,9.0,1
31,98,93,0.63,4.0,1
90,98,75,0.73,4.4,1
70,87,58,0.91,7.8,1
73,68,99,0.9,9.2,1
93,65,75,0.78,7.1,1
60,97,45,0.93,8.8,1
76,50,80,0.97,11.4,1
31,92,40,0.96,10.4,0
98,35,40,0.61,3.6,0
87,53,92,0.64,11.0,1
73,82,82,0.54,4.3,1
85,79,87,0.9,8.3,1
72,41,48,0.47,10.6,0
63,85,61,0.61,7.9,1
59,44,79,0.41,9.9,1
99,69,84,0.76,11.2,1
84,70,70,0.8,11.6,1
96,98,99,0.55,5.5,1
42,98,50,0.84,11.9,1
32,35,55,0.63,4.0,0
55,96,30,0.59,6.1,0
86,62,56,0.97,9.4,1
53,72,79,0.75,11.7,1
82,50,95,0.55,1.6,0
99,94,94,0.99,11.4,1
72,46,39,0.63,12.0,0
89,37,66,0.79,11.0,1
87,93,98,0.83,2.2,1
78,57,70,0.65,10.2,1
71,42,75,0.72,8.0,1
95,42,74,0.54,1.1,0
40,67,56,0.68,11.8,0
47,54,94,0.59,2.7,0
81,91,37,0.73,5.4,1
75,52,96,0.8,1.3,1
73,50,78,0.77,4.4,1
51,83,43,0.87,7.3,0
82,92,91,0.42,11.2,1
88,59,72,0.45,11.9,1
59,97,56,0.52,5.7,1
37,61,56,0.99,5.7,0
86,53,97,0.88,2.8,1
49,36,77,0.95,6.5,1
54,30,96,0.56,11.3,0
48,32,54,0.74,2.8,0
34,57,93,0.73,3.9,1
56,72,53,0.74,10.8,1
69,75,38,0.83,7.9,1
55,30,37,0.64,4.6,0
56,67,88,0.81,9.9,1
91,64,46,0.87,2.2,1
79,83,72,0.57,10.4,1
71,53,97,0.97,6.7,1
58,57,33,0.71,9.3,0
68,51,37,0.84,6.7,0
89,45,71,0.84,3.7,1
70,42,78,0.74,8.0,1
62,91,35,0.59,2.7,1
45,72,71,0.8,3.5,1
52,61,61,0.45,7.0,0
36,96,44,0.99,5.3,1
55,86,98,0.51,9.2,1
41,94,56,0.57,7.4,0
34,98,95,0.97,5.2,1
98,78,88,0.51,4.6,1
78,62,57,0.5,11.0,1
55,48,53,0.88,1.4,0
34,65,80,0.55,8.6,0
51,99,50,0.46,5.3,1
42,44,60,0.54,5.2,0
57,53,79,0.93,8.2,1
62,56,69,0.57,10.4,1
52,78,97,0.82,9.0,1
47,52,45,0.64,8.4,0
59,62,92,0.56,6.5,1
55,70,85,0.49,6.2,1
45,85,53,0.98,6.1,1
68,58,57,0.71,2.6,1
62,60,60,0.47,7.2,0
55,94,44,0.52,4.5,1
77,47,71,0.64,7.8,1
94,35,79,0.73,6.9,1
67,81,34,0.51,11.3,1
31,69,77,0.57,5.8,0
35,94,42,0.87,8.3,1
75,71,61,0.65,7.5,0
79,97,96,0.4,8.5,1
67,61,59,0.43,3.9,1
47,39,35,0.66,3.8,0
56,98,54,0.44,7.2,1
70,38,57,0.5,10.3,0
46,98,91,0.84,8.9,1
91,90,51,0.69,6.4,1
58,40,97,0.69,3.8,1
87,97,44,0.76,9.4,1
99,37,55,0.87,11.2,1
51,78,92,0.5,3.3,1
35,53,47,0.5,9.8,0
55,62,92,0.47,2.9,0
68,48,91,0.96,10.9,1
41,31,97,0.75,8.1,0
43,84,77,0.46,3.0,0
51,40,79,0.53,1.4,0
80,46,92,0.84,8.6,1
52,71,98,0.42,7.7,0
77,90,35,0.84,7.7,1
79,32,87,0.95,6.3,1
42,64,80,0.43,7.8,1
39,95,41,0.51,10.6,0
84,30,76,0.4,11.5,1
38,36,38,0.47,4.8,0
81,49,36,0.77,6.4,1
31,72,58,0.43,4.0,0
54,35,80,0.66,5.5,0
42,84,84,0.7,9.8,1
80,50,88,0.94,5.7,1
87,80,85,0.68,5.3,1
63,75,51,0.49,10.4,1
64,64,47,0.57,1.0,0
32,37,87,0.8,10.4,0
88,97,69,0.47,3.0,0
99,45,60,0.54,4.0,0
77,96,85,1.0,5.0,1
93,93,64,0.4,10.7,1
48,31,55,0.49,11.0,0
96,30,97,0.91,8.3,1
34,87,63,0.46,5.8,1
96,30,45,0.42,6.7,0
40,36,71,0.47,7.4,0
97,98,34,0.82,11.5,1
98,47,90,1.0,11.7,1
30,61,73,0.75,10.3,0
92,74,64,0.47,7.4,1
58,62,30,0.51,5.3,0
41,78,72,0.72,3.5,1
70,62,61,0.83,6.9,1
31,97,92,0.8,4.8,1
66,57,62,0.74,1.8,1
74,82,95,0.99,6.2,1
77,73,59,0.52,7.3,0
53,84,39,0.5,7.7,0
51,39,52,0.92,1.8,0
40,43,68,0.57,6.3,0
87,65,74,0.6,8.2,1
75,63,58,0.73,11.6,1
58,47,59,0.63,1.3,0
64,45,63,0.57,8.4,0
44,66,81,0.95,1.7,1
89,70,51,0.48,2.7,0
71,54,34,0.64,2.9,0
72,37,40,0.4,4.6,0
78,47,61,0.88,10.1,1
93,97,53,0.5,10.4,1
61,77,40,0.86,5.1,0
93,99,40,0.49,5.7,1
31,96,46,0.65,3.4,0
53,47,61,0.84,5.8,1
95,47,56,0.56,4.0,1
67,85,61,0.59,2.9,0
60,52,90,0.8,2.7,1
55,64,54,0.51,9.5,0
58,35,93,0.97,2.3,1
96,55,93,0.51,7.8,1
54,90,57,0.85,2.8,1
77,44,69,0.88,10.2,1
94,61,43,0.62,4.0,0
82,41,71,0.49,1.5,0
96,34,68,0.5,6.0,1
47,93,31,0.99,12.0,0
38,56,30,0.84,9.9,0
67,74,61,0.67,7.3,0
50,64,93,0.55,3.1,0
94,55,60,0.41,2.3,0
50,52,87,0.8,10.2,1
56,42,43,0.97,9.7,0
99,32,98,0.46,6.1,1
73,58,45,0.85,5.6,0
57,95,98,0.49,9.2,1
74,93,83,0.88,6.9,1
46,57,42,0.62,5.4,0
69,65,60,0.83,3.8,1
32,35,98,0.96,2.3,0
95,40,50,0.77,7.5,1
75,67,59,0.95,10.1,1
59,63,52,0.54,9.2,0
98,96,67,0.99,8.7,1
38,75,58,0.92,11.2,0
40,58,61,0.46,5.3,0
98,89,91,0.65,2.5,0
95,83,74,0.96,2.1,1
60,98,78,0.45,11.5,1
62,38,62,0.67,7.5,0
68,39,33,0.83,9.9,0
75,97,47,0.42,6.9,1
66,87,99,0.85,5.4,1
89,81,93,0.62,3.2,1
60,63,57,0.55,10.4,0
40,64,87,0.75,1.7,1
31,62,85,0.73,10.9,0
56,61,49,0.92,3.3,0
31,84,63,0.81,1.1,0
50,37,39,0.65,2.1,0
87,75,51,0.79,10.7,1
34,43,34,0.85,1.8,0
81,37,73,0.96,4.9,1
74,83,38,0.82,3.8,1
49,50,72,0.73,1.4,0
90,43,33,0.62,6.8,0
67,31,71,0.93,12.0,0
49,90,94,0.88,10.4,1
54,46,70,0.45,2.9,0
31,77,93,0.82,10.7,1
61,37,84,0.72,6.0,1
55,85,47,0.46,4.0,1
99,46,45,0.74,8.0,1
70,98,75,0.52,3.4,1
96,41,65,0.82,10.7,1
30,67,95,0.57,7.9,1
80,47,73,0.49,2.5,0
34,55,34,0.45,7.3,0
42,66,58,0.69,6.6,0
48,99,33,0.52,6.2,0
41,70,78,0.91,5.0,1
77,71,37,0.4,6.2,1
54,70,81,0.91,7.4,1
86,76,98,0.71,9.1,1
64,43,50,0.95,11.1,0
34,30,56,0.52,1.5,0
51,46,67,0.46,7.3,0
86,84,34,0.77,9.3,1
76,82,90,0.82,2.3,1
83,60,37,0.62,11.0,0
32,91,47,0.41,3.7,0
82,37,33,0.64,10.2,0
60,59,33,0.54,8.3,0
98,95,66,0.61,7.2,1
62,74,44,0.7,10.6,0
79,47,67,0.82,11.7,1
45,74,56,0.98,12.0,0
68,48,77,0.49,8.5,1
75,97,75,0.81,4.7,1
76,79,75,0.54,10.6,1
73,54,77,0.53,8.2,1
38,67,88,0.78,4.6,1
79,65,33,0.87,11.3,0
89,97,48,0.99,9.2,1
44,85,86,0.86,6.0,1
65,68,48,0.49,6.0,1
92,92,71,0.54,12.0,1
98,36,34,0.86,5.1,0
70,87,77,0.72,2.0,1
53,88,54,0.58,6.9,0
78,77,96,0.68,10.7,1
47,34,55,0.95,7.4,1
36,65,91,0.85,9.7,1
33,54,36,0.67,1.6,0
98,74,73,0.99,8.4,1
89,48,56,0.88,1.9,1
84,36,71,0.4,7.1,1
45,87,85,0.47,6.5,1
58,95,32,0.73,11.4,1
52,68,42,0.61,2.5,0
43,47,99,0.89,1.1,1
78,30,88,0.94,2.5,1
62,92,67,0.54,2.9,0
54,32,97,0.86,3.8,1
50,50,98,0.72,10.0,1
46,59,30,0.64,5.1,0
52,40,79,0.87,10.2,0
86,51,38,0.74,4.0,0
87,86,82,0.78,10.5,1
43,32,39,0.44,1.1,0
49,59,58,0.75,11.3,0
59,74,65,0.58,9.2,1
48,65,56,0.7,5.5,0
82,93,47,0.53,7.4,1
85,83,47,0.77,11.3,1
52,97,38,0.49,7.4,1
91,79,96,0.47,3.5,1
62,60,36,0.51,7.3,0
47,58,87,0.89,10.6,1
62,88,59,0.42,11.9,1
61,65,90,0.84,7.4,1
90,96,46,0.43,2.7,0
83,40,82,0.76,9.5,1
46,40,35,0.86,12.0,0
48,55,68,0.54,6.2,0
99,82,54,0.52,5.2,1
63,43,71,0.57,7.1,0
54,93,71,0.82,2.8,1
97,39,88,0.55,11.7,1
40,60,67,0.7,10.2,0
45,65,60,0.48,2.2,0
90,39,58,0.68,11.4,1
36,55,38,0.77,11.4,0
45,49,30,0.44,4.5,0
45,73,76,0.89,7.8,1
69,91,39,0.96,2.2,1
41,38,45,0.52,1.9,0
64,53,76,0.86,6.5,1
50,41,72,0.59,1.5,0
79,89,53,0.81,10.6,1
72,45,37,0.58,11.2,0
46,58,55,0.92,1.7,0
61,61,36,0.61,1.5,0
70,64,44,0.91,3.4,1
35,72,77,0.86,11.2,1
56,82,32,0.52,9.5,0
49,49,45,0.49,8.4,0
54,37,43,0.87,9.5,0
95,71,32,0.63,3.2,1
38,99,99,0.97,3.8,1
82,45,60,0.97,4.5,1
90,98,46,0.82,7.7,1
67,82,78,0.7,7.7,1
32,74,32,0.52,3.3,0
99,80,84,0.93,5.8,1
84,35,69,0.45,8.6,1
30,62,95,0.62,4.4,1
99,44,69,0.59,1.8,0
74,43,59,0.98,3.2,0
76,68,54,0.47,2.8,0
55,92,36,0.93,8.0,1
43,34,79,0.67,1.8,0
83,81,30,0.43,10.7,1
75,45,73,0.84,1.9,1
60,67,78,0.46,7.6,1
88,82,36,0.54,11.2,1
